COMID,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,S1_93_11,S30_2040D
23569751,1610.18,64.18,0.14233,1089.58800,4.439,9.16000,10.39000
23569751,1487.18,72.19,0.14233,1089.58800,4.439,9.61000,10.85000
23569415,1371.43,56.50,0.11201,877.16000,13.136,10.18000,11.43000
23569417,2145.36,20.63,0.02574,1439.20200,8.829,14.53000,15.91000
23569417,2122.74,27.33,0.02574,1439.20200,8.829,14.64000,16.02000
23569417,2080.11,41.96,0.02574,1439.20200,8.829,14.72000,16.10000
23569419,1804.04,16.60,0.06520,1249.44000,6.742,10.41000,11.67000
23569425,1884.51,84.05,0.21374,1254.01800,3.382,8.92000,10.14000
23569425,1598.03,93.26,0.21374,1254.01800,3.382,9.59000,10.83000
23569437,1863.74,86.22,0.23931,1242.45700,4.611,9.06000,10.29000
23569437,1474.92,83.78,0.23931,1242.45700,4.611,10.34000,11.60000
23569439,1966.62,21.05,0.14693,1321.87500,2.246,9.91000,11.16000
23569445,1505.76,87.25,0.07565,1174.12500,30.857,9.73000,10.98000
23569715,1929.09,72.82,0.14015,1240.02000,5.798,9.98000,11.23000
23569717,1856.98,65.25,0.25878,1165.17000,1.186,7.01000,8.18000
23569721,1706.15,83.96,0.10900,1190.84900,8.951,10.07000,11.32000
23569725,1619.00,79.57,0.08359,1165.17000,25.649,9.45000,10.69000
23570085,1225.71,72.86,0.16904,742.68000,1.135,11.58000,12.87000
23570085,1037.77,63.10,0.16904,742.68000,1.135,12.28000,13.59000
23503124,1206.42,17.17,0.03986,470.06000,1057.608,14.53000,15.90000
23503302,1926.79,46.50,0.02649,570.71000,105.462,10.47000,11.73000
23503306,1997.46,16.38,0.04659,647.85770,46.197,10.76000,12.03000
23503308,2020.70,50.33,0.04694,706.94210,35.524,10.11000,11.36000
23503320,2045.77,68.58,0.02198,669.83540,23.105,9.70000,10.94000
23513292,1599.35,31.59,0.08347,566.68460,17.044,11.58000,12.87000
23531841,968.64,37.33,0.00002,439.27000,7302.028,16.25000,17.67000
23531845,971.13,32.25,0.00142,439.27000,7290.702,16.41000,17.84000
23531847,969.66,53.52,0.02191,439.27000,7278.881,16.15000,17.56000
23531983,1770.43,35.07,0.03726,806.14000,38.888,11.06000,12.34000
23532013,1557.94,63.31,0.04962,855.70000,78.468,9.82000,11.06000
23532015,1578.20,52.26,0.02216,855.70000,75.278,10.04000,11.29000
23532019,1638.43,73.06,0.05075,899.22060,56.331,9.52000,10.75000
23532049,1637.80,68.89,0.02239,982.68110,97.236,9.90000,11.15000
23532051,1653.79,76.52,0.02080,996.04240,93.634,9.83000,11.07000
23533007,1722.13,39.63,0.18231,856.09790,10.372,9.33000,10.56000
23533037,2479.71,7.25,0.00022,990.29570,1.152,11.08000,12.36000
23533057,2361.27,68.70,0.29650,1010.00900,1.134,9.57000,10.81000
23551156,1727.49,38.00,0.03465,909.23000,305.217,12.72000,14.04000
23551158,1728.69,57.81,0.00058,909.23000,303.210,12.66000,13.98000
23551038,873.01,18.71,0.01705,649.42090,3090.331,15.98000,17.39000
23551046,1403.00,5.00,0.19867,847.51000,28.922,11.49000,12.78000
23551852,1388.00,76.10,0.13514,838.38000,19.931,10.99000,12.26000
23552274,1426.03,83.93,0.18437,799.79560,15.938,10.42000,11.68000
23552284,976.53,3.19,0.29943,551.99740,7.319,12.19000,13.50000
23552294,1826.78,7.17,0.00040,1084.49000,2.751,11.43000,12.72000
23552296,1828.54,21.88,0.01458,1064.90600,7.417,11.37000,12.66000
23569225,1019.49,66.61,0.05705,742.87990,110.151,14.32000,15.69000
23569229,1194.85,91.31,0.05113,1073.76600,90.811,13.25000,14.59000
23561373,2229.00,12.94,0.18831,1491.43000,0.926,8.77000,9.99000
23568875,1460.78,81.22,0.06157,1165.95700,60.245,9.60000,10.84000
23568927,923.63,26.37,0.01425,757.02420,892.621,16.72000,18.15000
23568973,961.76,11.25,0.02265,742.68000,777.672,17.13000,18.57000
23569187,974.04,26.80,0.03560,742.68000,211.321,14.18000,15.54000
23569421,1531.51,83.16,0.13864,877.16000,8.099,9.23000,10.46000
23569427,2146.21,83.74,0.13418,1240.02000,2.292,12.45000,13.77000
23569433,1684.79,73.25,0.03646,1165.17000,22.315,9.73000,10.97000
23569467,1836.93,60.03,0.06353,1226.51500,6.211,8.55000,9.76000
23569709,2153.92,52.50,0.24872,1240.02000,0.575,8.65000,9.86000
23503450,2329.13,84.43,0.05636,710.46240,10.508,8.88000,10.10000
23503450,2239.93,79.61,0.05636,710.46240,10.508,9.24000,10.47000
23503450,2207.10,83.80,0.05636,710.46240,10.508,9.36000,10.60000
23503450,2167.31,79.32,0.05636,710.46240,10.508,9.61000,10.85000
23503076,1896.01,90.79,0.09668,620.30090,12.515,8.77000,9.99000
23503076,1779.89,92.68,0.09668,620.30090,12.515,9.20000,10.43000
23503076,1678.98,66.82,0.09668,620.30090,12.515,9.82000,11.07000
23503076,1618.52,88.09,0.09668,620.30090,12.515,9.99000,11.24000
23503076,1521.25,69.70,0.09668,620.30090,12.515,10.59000,11.86000
23503078,2388.73,65.35,0.15275,778.65060,3.373,6.36000,7.51000
23503078,2226.75,87.31,0.15275,778.65060,3.373,6.87000,8.03000
23503078,2060.10,89.17,0.15275,778.65060,3.373,7.53000,8.71000
23503088,1205.15,67.52,0.03703,446.49780,130.633,12.86000,14.18000
23503088,1160.06,65.71,0.03703,446.49780,130.633,12.99000,14.32000
23503088,1109.76,57.12,0.03703,446.49780,130.633,13.20000,14.53000
23503088,1072.32,50.96,0.03703,446.49780,130.633,13.33000,14.68000
23503088,1053.54,11.62,0.03703,446.49780,130.633,13.57000,14.91000
23503090,1305.34,66.41,0.03307,454.24290,109.858,12.60000,13.92000
23503090,1267.54,63.10,0.03307,454.24290,109.858,12.76000,14.08000
23503092,1363.65,78.75,0.02922,451.85000,99.639,12.36000,13.67000
23503092,1343.29,84.45,0.02922,451.85000,99.639,12.39000,13.71000
23503114,1070.89,24.36,0.01350,412.52670,1131.354,14.57000,15.94000
23503114,1057.48,4.56,0.01350,412.52670,1131.354,14.85000,16.23000
23503310,2109.81,64.31,0.02765,689.86270,25.417,10.07000,11.32000
23503310,2083.51,60.39,0.02765,689.86270,25.417,10.14000,11.39000
23503310,2038.70,57.66,0.02765,689.86270,25.417,10.27000,11.53000
23503312,2151.58,74.32,0.02092,704.90470,9.869,9.89000,11.14000
23503312,2134.24,69.76,0.02092,704.90470,9.869,9.93000,11.18000
23503314,2369.24,86.80,0.07571,736.09970,7.404,8.65000,9.86000
23503314,2281.10,90.46,0.07571,736.09970,7.404,8.93000,10.15000
23503314,2198.88,79.64,0.07571,736.09970,7.404,9.27000,10.50000
23503322,2148.04,64.63,0.03225,721.61900,19.715,8.87000,10.09000
23503322,2111.64,44.26,0.03225,721.61900,19.715,9.24000,10.47000
23503322,2084.53,64.88,0.03225,721.61900,19.715,9.29000,10.52000
23503322,2050.90,53.13,0.03225,721.61900,19.715,9.61000,10.85000
23503328,1251.26,51.70,0.06883,432.36340,34.629,10.31000,11.57000
23503328,1193.70,21.82,0.06883,432.36340,34.629,10.78000,12.05000
23503328,1099.20,17.39,0.06883,432.36340,34.629,11.84000,13.14000
23503522,2003.63,80.00,0.12565,642.61260,9.872,9.76000,11.01000
23503522,1906.77,73.65,0.12565,642.61260,9.872,10.17000,11.43000
23503522,1807.99,78.80,0.12565,642.61260,9.872,10.50000,11.76000
23503524,2129.66,89.73,0.13478,692.33580,3.991,9.53000,10.77000
23503526,1167.04,34.12,0.00199,381.44480,11926.355,17.57000,19.03000
23504848,2184.08,87.70,0.05545,665.84630,2.981,9.21000,10.44000
23504848,2120.15,52.83,0.05545,665.84630,2.981,9.74000,10.99000
23504854,1784.55,84.56,0.26481,776.17000,1.843,8.09000,9.29000
23504854,1520.56,0.19,0.26481,776.17000,1.843,9.64000,10.88000
23504866,1808.24,88.49,0.14278,567.65630,5.389,9.14000,10.36000
23504866,1696.83,88.23,0.14278,567.65630,5.389,9.61000,10.85000
23504866,1596.83,85.92,0.14278,567.65630,5.389,10.08000,11.33000
23504868,1525.43,60.47,0.26921,522.36220,2.201,9.66000,10.90000
23504868,1222.37,28.03,0.26921,522.36220,2.201,10.97000,12.25000
23504870,1688.46,30.33,0.11938,476.08790,1.727,10.18000,11.43000
23504874,1300.64,0.45,0.05950,334.17000,2.802,13.54000,14.89000
23504876,1687.77,41.15,0.31307,536.67210,4.928,8.91000,10.13000
23504876,1384.96,46.12,0.31307,536.67210,4.928,9.92000,11.17000
23504878,1181.61,8.97,0.02199,257.10000,18.413,14.54000,15.91000
23504878,1170.46,51.23,0.02199,257.10000,18.413,14.22000,15.59000
23504880,1787.54,79.51,0.13458,622.70480,8.461,9.56000,10.79000
23504880,1643.95,70.39,0.13458,622.70480,8.461,10.19000,11.44000
23504880,1536.56,57.47,0.13458,622.70480,8.461,10.69000,11.96000
23504880,1408.90,54.22,0.13458,622.70480,8.461,11.20000,12.48000
23504882,1746.63,0.00,0.10897,438.29280,1.032,11.04000,12.31000
23504884,1736.13,55.48,0.34133,610.85470,0.672,8.29000,9.50000
23504884,1332.48,32.03,0.34133,610.85470,0.672,9.94000,11.19000
23504892,1646.19,3.41,0.08967,387.20990,2.677,11.73000,13.03000
23504892,1550.82,0.00,0.08967,387.20990,2.677,12.26000,13.57000
23505750,2058.10,29.94,0.21594,829.83810,2.673,7.63000,8.81000
23505752,2210.38,89.65,0.21721,684.37470,1.306,6.81000,7.97000
23505756,1195.20,30.83,0.18275,401.70000,5.784,11.80000,13.10000
23505758,1808.56,59.68,0.19038,607.20860,4.835,8.28000,9.48000
23505760,1443.96,0.00,0.08682,334.17000,2.492,12.68000,14.01000
23505760,1361.65,0.00,0.08682,334.17000,2.492,13.05000,14.39000
23505762,2223.88,73.79,0.01925,686.39210,2.964,9.20000,10.42000
23505762,2203.34,82.04,0.01925,686.39210,2.964,9.22000,10.45000
23505954,1777.14,0.00,0.06300,356.88440,12.984,11.08000,12.36000
23505954,1695.29,0.00,0.06300,356.88440,12.984,11.54000,12.83000
23505954,1624.24,0.00,0.06300,356.88440,12.984,11.98000,13.28000
23505954,1540.84,0.00,0.06300,356.88440,12.984,12.44000,13.75000
23505954,1479.61,0.00,0.06300,356.88440,12.984,12.81000,14.14000
23505954,1426.65,0.00,0.06300,356.88440,12.984,13.12000,14.45000
23505954,1381.09,0.00,0.06300,356.88440,12.984,13.39000,14.74000
23505954,1333.65,0.00,0.06300,356.88440,12.984,13.56000,14.91000
23505954,1289.43,0.00,0.06300,356.88440,12.984,13.67000,15.02000
23505954,1254.27,0.00,0.06300,356.88440,12.984,13.81000,15.17000
23505954,1219.24,0.00,0.06300,356.88440,12.984,13.97000,15.32000
23505956,1271.34,0.88,0.02665,297.10620,4.264,14.03000,15.39000
23505956,1238.40,2.35,0.02665,297.10620,4.264,14.17000,15.53000
23505956,1217.26,0.00,0.02665,297.10620,4.264,14.31000,15.68000
23506230,2211.12,80.07,0.09975,683.07500,3.913,7.91000,9.11000
23506230,2107.50,66.64,0.09975,683.07500,3.913,8.37000,9.57000
23506230,2026.91,30.16,0.09975,683.07500,3.913,8.87000,10.09000
23506232,2287.45,63.29,0.08605,731.91460,3.392,7.77000,8.96000
23506232,2219.15,73.15,0.08605,731.91460,3.392,8.04000,9.23000
23506234,1622.89,57.66,0.15694,547.81000,8.863,9.19000,10.42000
23506234,1447.85,60.74,0.15694,547.81000,8.863,9.66000,10.90000
23506234,1298.48,44.69,0.15694,547.81000,8.863,10.16000,11.42000
23513300,2398.78,32.81,0.12111,769.26750,18.004,7.36000,8.53000
23513300,2252.44,69.77,0.12111,769.26750,18.004,7.66000,8.84000
23513300,2131.72,90.98,0.12111,769.26750,18.004,8.01000,9.20000
23513300,2026.11,93.57,0.12111,769.26750,18.004,8.48000,9.68000
23513300,1849.90,64.48,0.12111,769.26750,18.004,9.49000,10.72000
23513300,1742.27,40.36,0.12111,769.26750,18.004,10.24000,11.49000
23513300,1671.70,15.75,0.12111,769.26750,18.004,10.89000,12.16000
23513300,1614.81,6.03,0.12111,769.26750,18.004,11.39000,12.68000
23513372,2440.41,23.23,0.21003,1012.32400,1.589,6.32000,7.47000
23513376,1810.20,15.00,0.07993,511.91570,2.079,10.58000,11.84000
23513378,2238.25,86.15,0.17407,696.17930,7.879,7.41000,8.58000
23513378,2056.23,86.18,0.17407,696.17930,7.879,8.16000,9.36000
23513378,1852.70,82.30,0.17407,696.17930,7.879,9.06000,10.28000
23513378,1685.68,52.31,0.17407,696.17930,7.879,10.03000,11.28000
23513382,1735.65,7.03,0.08103,508.39370,6.984,11.04000,12.32000
23513382,1649.96,2.33,0.08103,508.39370,6.984,11.52000,12.82000
23514594,1923.65,60.73,0.16276,743.32100,1.868,8.74000,9.96000
23531831,933.21,45.74,0.00483,548.56940,7411.625,15.20000,16.60000
23531831,940.14,34.98,0.00483,548.56940,7411.625,15.09000,16.48000
23531835,943.11,42.40,0.00000,471.81870,7357.463,15.58000,16.98000
23531837,957.21,30.42,0.00693,485.85610,7351.560,15.81000,17.22000
23531865,1901.91,52.84,0.07099,958.42690,19.794,9.38000,10.62000
23531865,1861.07,48.11,0.07099,958.42690,19.794,9.60000,10.84000
23531867,2043.61,83.37,0.13248,1178.37300,11.778,7.73000,8.91000
23531943,2446.40,75.06,0.06673,1107.36400,15.480,7.62000,8.81000
23531943,2347.16,83.38,0.06673,1107.36400,15.480,7.95000,9.15000
23531943,2301.68,85.83,0.06673,1107.36400,15.480,8.13000,9.33000
23531943,2260.57,75.45,0.06673,1107.36400,15.480,8.36000,9.56000
23531943,2231.09,67.67,0.06673,1107.36400,15.480,8.52000,9.73000
23531943,2193.02,71.00,0.06673,1107.36400,15.480,8.64000,9.85000
23531943,2147.08,77.07,0.06673,1107.36400,15.480,8.75000,9.97000
23531943,2088.95,72.41,0.06673,1107.36400,15.480,8.99000,10.21000
23531943,1986.76,80.11,0.06673,1107.36400,15.480,9.30000,10.53000
23531979,1901.22,7.33,0.02594,920.46470,30.082,10.67000,11.94000
23531979,1885.95,53.12,0.02594,920.46470,30.082,10.39000,11.65000
23531979,1858.43,68.46,0.02594,920.46470,30.082,10.37000,11.63000
23531979,1811.45,75.78,0.02594,920.46470,30.082,10.48000,11.74000
23531979,1791.03,81.23,0.02594,920.46470,30.082,10.50000,11.76000
23531979,1753.68,38.98,0.02594,920.46470,30.082,10.94000,12.21000
23531981,2004.19,34.82,0.05774,1060.94100,10.111,9.64000,10.88000
23531981,1960.68,33.00,0.05774,1060.94100,10.111,9.79000,11.03000
23531981,1935.45,36.79,0.05774,1060.94100,10.111,9.83000,11.08000
23531991,1968.83,48.68,0.03532,987.50380,14.741,9.56000,10.80000
23531991,1926.82,57.16,0.03532,987.50380,14.741,9.70000,10.94000
23531991,1897.33,56.02,0.03532,987.50380,14.741,9.86000,11.10000
23531993,2094.96,86.45,0.04893,1059.35200,5.313,8.45000,9.66000
23531993,2049.96,54.05,0.04893,1059.35200,5.313,8.88000,10.10000
23532021,1791.41,43.65,0.09355,977.57290,39.779,8.86000,10.08000
23532021,1699.69,70.35,0.09355,977.57290,39.779,8.96000,10.18000
23532023,1901.90,78.12,0.06046,978.33860,28.924,8.51000,9.72000
23532055,1730.35,30.31,0.02172,1066.91900,83.897,9.94000,11.19000
23532055,1719.47,38.62,0.02172,1066.91900,83.897,9.89000,11.14000
23532055,1690.31,62.77,0.02172,1066.91900,83.897,9.78000,11.02000
23532059,1789.36,10.69,0.02482,1085.79700,44.968,9.94000,11.19000
23532061,1817.09,60.56,0.01991,1039.51100,28.081,9.66000,10.90000
23532755,1388.77,64.68,0.13758,692.24790,27.037,10.54000,11.81000
23532755,1268.50,35.22,0.13758,692.24790,27.037,11.05000,12.33000
23532755,1125.84,25.48,0.13758,692.24790,27.037,11.48000,12.77000
23532755,1023.85,41.36,0.13758,692.24790,27.037,11.60000,12.90000
23532875,1135.18,44.85,0.10174,428.00990,32.802,12.43000,13.75000
23532875,1037.11,26.04,0.10174,428.00990,32.802,12.90000,14.23000
23532877,1341.22,45.97,0.12877,742.97490,12.523,11.28000,12.57000
23532879,2331.58,45.52,0.21703,959.78860,5.013,7.40000,8.58000
23532879,2047.97,21.30,0.21703,959.78860,5.013,8.62000,9.83000
23532879,1819.53,2.91,0.21703,959.78860,5.013,9.57000,10.81000
23532879,1574.98,15.30,0.21703,959.78860,5.013,10.38000,11.64000
23532891,1819.88,27.78,0.05325,1075.74100,26.512,9.45000,10.68000
23532891,1757.51,0.00,0.05325,1075.74100,26.512,9.87000,11.11000
23532937,1650.11,88.78,0.35207,780.51740,3.859,7.11000,8.28000
23532937,1263.94,34.58,0.35207,780.51740,3.859,8.81000,10.03000
23532949,1944.80,39.00,0.30835,1106.65000,0.714,6.80000,7.97000
23532959,1623.68,3.38,0.29952,806.32120,2.005,8.73000,9.95000
23532961,2490.80,54.42,0.10130,1206.46900,4.605,6.60000,7.75000
23532961,2363.54,81.22,0.10130,1206.46900,4.605,6.84000,8.00000
23532961,2240.77,88.51,0.10130,1206.46900,4.605,7.19000,8.37000
23532967,2120.50,34.37,0.18052,1074.88200,5.109,7.30000,8.47000
23532967,1919.37,16.86,0.18052,1074.88200,5.109,8.19000,9.39000
23532969,2343.68,55.67,0.15139,1155.29700,3.299,7.43000,8.61000
23532969,2257.40,79.90,0.15139,1155.29700,3.299,7.53000,8.72000
23532969,2030.89,64.33,0.15139,1155.29700,3.299,8.45000,9.66000
23532971,1914.02,91.67,0.07461,1071.21600,12.948,8.68000,9.89000
23532975,1877.74,8.37,0.28726,783.49000,2.576,8.11000,9.31000
23532975,1565.38,39.11,0.28726,783.49000,2.576,8.98000,10.20000
23532977,2097.64,67.17,0.12408,1004.20500,2.404,7.99000,9.18000
23532977,2019.56,48.77,0.12408,1004.20500,2.404,8.46000,9.66000
23532979,2071.97,37.29,0.13700,972.67150,2.765,8.53000,9.74000
23532981,2138.90,9.57,0.16589,1066.93100,2.723,7.26000,8.44000
23532983,2181.79,6.72,0.13925,1086.43400,2.653,8.29000,9.49000
23532983,2029.22,22.73,0.13925,1086.43400,2.653,8.72000,9.93000
23532985,1597.20,39.56,0.39040,783.49000,0.345,8.12000,9.32000
23532987,2301.42,73.54,0.14098,1240.57600,4.865,6.70000,7.86000
23532987,2100.01,87.68,0.14098,1240.57600,4.865,7.30000,8.48000
23532989,2002.45,33.97,0.14184,990.56180,7.641,7.85000,9.05000
23532989,1853.49,64.03,0.14184,990.56180,7.641,8.19000,9.39000
23532991,2042.89,0.00,0.32390,802.45670,2.123,7.40000,8.57000
23533001,2296.93,45.24,0.15841,1183.55700,8.524,7.28000,8.45000
23533001,2128.27,78.12,0.15841,1183.55700,8.524,7.65000,8.84000
23533001,2010.27,64.00,0.15841,1183.55700,8.524,8.17000,9.37000
23533001,1798.19,41.48,0.15841,1183.55700,8.524,9.11000,10.33000
23533009,2141.95,79.12,0.10214,921.65500,11.749,7.55000,8.74000
23533009,2073.85,70.71,0.10214,921.65500,11.749,7.83000,9.02000
23533009,1973.33,69.57,0.10214,921.65500,11.749,8.17000,9.37000
23533009,1858.14,56.02,0.10214,921.65500,11.749,8.64000,9.85000
23533009,1732.88,53.13,0.10214,921.65500,11.749,9.08000,10.30000
23533013,2122.58,46.14,0.09510,944.53200,3.389,8.51000,9.72000
23533013,2044.55,47.53,0.09510,944.53200,3.389,8.78000,10.00000
23533013,1926.40,36.09,0.09510,944.53200,3.389,9.32000,10.55000
23533017,2236.86,74.84,0.10883,1001.49000,2.615,7.54000,8.72000
23533017,2125.03,83.45,0.10883,1001.49000,2.615,7.90000,9.09000
23533049,1996.95,85.90,0.07342,936.36600,8.077,9.01000,10.23000
23533049,1924.65,51.85,0.07342,936.36600,8.077,9.54000,10.78000
23533049,1852.72,3.93,0.07342,936.36600,8.077,10.16000,11.41000
23533049,1778.03,0.00,0.07342,936.36600,8.077,10.47000,11.73000
23534435,1986.03,48.93,0.35326,851.30000,1.129,6.37000,7.52000
23534629,1852.78,18.48,0.24508,782.95280,2.830,8.60000,9.81000
23534631,2331.50,75.22,0.12135,1147.90600,10.214,7.07000,8.24000
23534631,2212.47,83.33,0.12135,1147.90600,10.214,7.45000,8.63000
23534631,2119.57,82.82,0.12135,1147.90600,10.214,7.80000,8.99000
23534631,2010.88,85.93,0.12135,1147.90600,10.214,8.17000,9.37000
23534631,1889.37,72.63,0.12135,1147.90600,10.214,8.71000,9.93000
23534631,1745.64,75.30,0.12135,1147.90600,10.214,9.21000,10.44000
23534639,2266.94,51.51,0.13631,1055.60200,6.295,6.82000,7.98000
23534639,2141.92,48.20,0.13631,1055.60200,6.295,7.27000,8.45000
23534639,2002.73,56.88,0.13631,1055.60200,6.295,7.69000,8.88000
23534639,1850.34,72.43,0.13631,1055.60200,6.295,8.10000,9.30000
23551162,1729.48,40.85,0.00626,925.18820,284.273,13.06000,14.39000
23551166,1743.59,44.68,0.00687,959.02370,266.645,12.48000,13.80000
23534741,2168.44,85.52,0.07418,985.21470,6.707,7.55000,8.73000
23534741,2075.50,83.91,0.07418,985.21470,6.707,7.89000,9.08000
23534741,2025.83,74.00,0.07418,985.21470,6.707,8.12000,9.32000
23534741,1976.57,63.89,0.07418,985.21470,6.707,8.36000,9.57000
23534743,2133.28,45.58,0.04892,969.56180,7.441,8.75000,9.96000
23534743,2097.30,31.57,0.04892,969.56180,7.441,9.02000,10.24000
23534743,2045.00,62.37,0.04892,969.56180,7.441,9.00000,10.23000
23534743,2002.64,42.86,0.04892,969.56180,7.441,9.33000,10.56000
23534743,1922.46,49.96,0.04892,969.56180,7.441,9.61000,10.85000
23534759,1384.10,58.60,0.21361,513.17950,3.985,10.48000,11.74000
23534759,1274.32,25.21,0.21361,513.17950,3.985,11.13000,12.41000
23540662,1836.06,48.13,0.02467,778.65120,29.524,10.22000,11.48000
23540662,1811.05,24.81,0.02467,778.65120,29.524,10.57000,11.84000
23540664,1963.31,42.89,0.09869,789.52750,12.148,9.36000,10.59000
23540664,1876.15,40.79,0.09869,789.52750,12.148,9.56000,10.79000
23540668,2140.77,30.73,0.03751,1012.66600,1.308,8.75000,9.97000
23541054,2062.66,92.65,0.09238,1062.81300,3.319,7.61000,8.79000
23541054,2003.09,83.97,0.09238,1062.81300,3.319,7.90000,9.09000
23541074,2065.57,69.62,0.06562,989.22570,9.398,8.42000,9.63000
23541074,1944.10,82.95,0.06562,989.22570,9.398,8.77000,9.99000
23541074,1876.30,12.70,0.06562,989.22570,9.398,9.50000,10.74000
23541074,1849.59,3.04,0.06562,989.22570,9.398,9.67000,10.91000
23541074,1819.52,2.89,0.06562,989.22570,9.398,9.78000,11.02000
23542292,2094.63,63.44,0.04872,975.83860,11.920,8.42000,9.63000
23542292,2080.48,57.98,0.04872,975.83860,11.920,8.51000,9.72000
23542292,2044.09,83.17,0.04872,975.83860,11.920,8.46000,9.67000
23542292,2020.18,14.93,0.04872,975.83860,11.920,9.06000,10.28000
23542292,2008.45,9.52,0.04872,975.83860,11.920,9.16000,10.38000
23542292,1963.07,63.91,0.04872,975.83860,11.920,8.95000,10.17000
23542292,1840.99,56.03,0.04872,975.83860,11.920,9.42000,10.66000
23542294,2011.57,29.65,0.06674,969.24300,2.003,9.10000,10.32000
23542300,2099.19,21.20,0.06154,834.73890,4.915,9.20000,10.43000
23542304,2166.40,23.83,0.04532,1024.45300,1.166,8.63000,9.84000
23542366,2048.54,11.08,0.07839,963.34910,1.864,9.26000,10.49000
23542366,1965.77,8.59,0.07839,963.34910,1.864,9.54000,10.77000
23542370,2038.60,65.35,0.10539,838.57000,2.900,8.78000,10.00000
23542370,1885.82,4.35,0.10539,838.57000,2.900,9.84000,11.09000
23542372,2068.06,49.27,0.14193,838.57000,1.841,8.40000,9.60000
23542372,1974.42,24.43,0.14193,838.57000,1.841,8.95000,10.17000
